Content,Name,Liked
pl了吗？Q,旺旺仙贝爱雪饼,472
妈耶我现在消息2982[石化R],用户已注销,200
我也想说，如果是我能一天看800遍,努努,113
有一次我的红米吞消息[doge]其实她在我发完消息两分钟后就回了。但是我过了半个小时才接到[失望R],pitaya,84
然后呢！然后你解释了这个事情了吗[笑哭R],不吃会饿,0
是，或者对你没兴趣了,想在夏日撞见你,11
暗恋的人,吃不了辣,0
哈哈哈哈,我要爆炸了💥,0
你妈，老子之前就给你发过这个帖子的截图并且问你是不是这种情况并且你还回了！[生气R][生气R][生气R][生气R][生气R],桃桃桃夫人,0
心动暗恋的人，,肉丝,0
行他肯定是没看见,我是一只瑜,0
哈哈哈哈，f:无语死了,白昼月亮🌙,0
还有关于有些人说这根本不暧昧这种话，其实我们不止微信上聊。我们是现实有交集的。我不理解如果只是当好朋友的话也要有分寸吧，勾肩搭背什么的我还能理解，但是那个男的能捏异性朋友的后颈啊。你们如果觉得这些肢体都是好朋友那我没话说。还有我有一次心情不好，那会也刚认识十几天而已，什么普通同事会孤男寡女的在办公室安慰我一中午啊。还摸摸头说“没事，不管发什么什么我都站在你身后这种话呢”[笑哭R][笑哭R],悲伤水饺,283
算了吧，我就是呃害,悲伤水饺,189
是金牛,悲伤水饺,40
谁家好朋友暧昧了差不多4个月啊tt,悲伤水饺,87
那也没办法了[哭惹R][哭惹R]而且我现在真的很丢脸，颜面尽失的感觉,悲伤水饺,11
你这个更惨，拍拍宝宝,悲伤水饺,0
哈哈哈哈哈哈哈哈哈哈哈哈,悲伤水饺,0
没必要，为爱乞讨不是我的风格,悲伤水饺,9
哈哈哈哈哈哈哈哈哈哈哈哈下次我注意,悲伤水饺,1
各有各的想法，我就是觉得这种事情丢脸。而且我是让别人知道我喜欢他就很丢脸。,悲伤水饺,0
还有关于有些人说这根本不暧昧这种话，其实我们不止微信上聊。我们是现实有交集的。我不理解如果只是当好朋友的话也要有分寸吧，勾肩搭背什么的我还能理解，但是那个男的能捏异性朋友的后颈啊。你们如果觉得这些肢体都是好朋友那我没话说。还有我有一次心情不好，那会也刚认识十几天而已，什么普通同事会孤男寡女的在办公室安慰我一中午啊。还摸摸头说“没事，不管发什么什么我都站在你身后这种话呢”[笑哭R][笑哭R],悲伤水饺,283
算了吧，我就是呃害,悲伤水饺,189
是金牛,悲伤水饺,40
谁家好朋友暧昧了差不多4个月啊tt,悲伤水饺,87
那也没办法了[哭惹R][哭惹R]而且我现在真的很丢脸，颜面尽失的感觉,悲伤水饺,11
你这个更惨，拍拍宝宝,悲伤水饺,0
哈哈哈哈哈哈哈哈哈哈哈哈,悲伤水饺,0
没必要，为爱乞讨不是我的风格,悲伤水饺,9
哈哈哈哈哈哈哈哈哈哈哈哈下次我注意,悲伤水饺,1
各有各的想法，我就是觉得这种事情丢脸。而且我是让别人知道我喜欢他就很丢脸。,悲伤水饺,0
你小子,悲伤水饺,0
还有关于有些人说这根本不暧昧这种话，其实我们不止微信上聊。我们是现实有交集的。我不理解如果只是当好朋友的话也要有分寸吧，勾肩搭背什么的我还能理解，但是那个男的能捏异性朋友的后颈啊。你们如果觉得这些肢体都是好朋友那我没话说。还有我有一次心情不好，那会也刚认识十几天而已，什么普通同事会孤男寡女的在办公室安慰我一中午啊。还摸摸头说“没事，不管发什么什么我都站在你身后这种话呢”[笑哭R][笑哭R],悲伤水饺,283
算了吧，我就是呃害,悲伤水饺,189
是金牛,悲伤水饺,40
谁家好朋友暧昧了差不多4个月啊tt,悲伤水饺,87
那也没办法了[哭惹R][哭惹R]而且我现在真的很丢脸，颜面尽失的感觉,悲伤水饺,11
你这个更惨，拍拍宝宝,悲伤水饺,0
哈哈哈哈哈哈哈哈哈哈哈哈,悲伤水饺,0
没必要，为爱乞讨不是我的风格,悲伤水饺,9
哈哈哈哈哈哈哈哈哈哈哈哈下次我注意,悲伤水饺,1
各有各的想法，我就是觉得这种事情丢脸。而且我是让别人知道我喜欢他就很丢脸。,悲伤水饺,0
你小子,悲伤水饺,0
退出了,悲伤水饺,0
恩,悲伤水饺,0
还有关于有些人说这根本不暧昧这种话，其实我们不止微信上聊。我们是现实有交集的。我不理解如果只是当好朋友的话也要有分寸吧，勾肩搭背什么的我还能理解，但是那个男的能捏异性朋友的后颈啊。你们如果觉得这些肢体都是好朋友那我没话说。还有我有一次心情不好，那会也刚认识十几天而已，什么普通同事会孤男寡女的在办公室安慰我一中午啊。还摸摸头说“没事，不管发什么什么我都站在你身后这种话呢”[笑哭R][笑哭R],悲伤水饺,283
算了吧，我就是呃害,悲伤水饺,189
是金牛,悲伤水饺,40
谁家好朋友暧昧了差不多4个月啊tt,悲伤水饺,87
那也没办法了[哭惹R][哭惹R]而且我现在真的很丢脸，颜面尽失的感觉,悲伤水饺,11
你这个更惨，拍拍宝宝,悲伤水饺,0
哈哈哈哈哈哈哈哈哈哈哈哈,悲伤水饺,0
没必要，为爱乞讨不是我的风格,悲伤水饺,9
哈哈哈哈哈哈哈哈哈哈哈哈下次我注意,悲伤水饺,1
各有各的想法，我就是觉得这种事情丢脸。而且我是让别人知道我喜欢他就很丢脸。,悲伤水饺,0
你小子,悲伤水饺,0
退出了,悲伤水饺,0
恩,悲伤水饺,0
害,悲伤水饺,0
烙铁我只是不想让我们双方的朋友那些知道，怎么了吗，你猜我为什么把头像截了。你猜呢,悲伤水饺,4
瓦大西是正义的搭档，消灭这些世间邪恶！！,悲伤水饺,0
等于hr给你发面试邀请 有点兴趣 但也不代表多少东西 相处中也可能互相把对方筛选掉,momo,8
对对，表白羞耻症[doge],悲伤水饺,0
还有关于有些人说这根本不暧昧这种话，其实我们不止微信上聊。我们是现实有交集的。我不理解如果只是当好朋友的话也要有分寸吧，勾肩搭背什么的我还能理解，但是那个男的能捏异性朋友的后颈啊。你们如果觉得这些肢体都是好朋友那我没话说。还有我有一次心情不好，那会也刚认识十几天而已，什么普通同事会孤男寡女的在办公室安慰我一中午啊。还摸摸头说“没事，不管发什么什么我都站在你身后这种话呢”[笑哭R][笑哭R],悲伤水饺,283
算了吧，我就是呃害,悲伤水饺,189
是金牛,悲伤水饺,40
谁家好朋友暧昧了差不多4个月啊tt,悲伤水饺,87
那也没办法了[哭惹R][哭惹R]而且我现在真的很丢脸，颜面尽失的感觉,悲伤水饺,11
你这个更惨，拍拍宝宝,悲伤水饺,0
哈哈哈哈哈哈哈哈哈哈哈哈,悲伤水饺,0
没必要，为爱乞讨不是我的风格,悲伤水饺,9
哈哈哈哈哈哈哈哈哈哈哈哈下次我注意,悲伤水饺,1
各有各的想法，我就是觉得这种事情丢脸。而且我是让别人知道我喜欢他就很丢脸。,悲伤水饺,0
你小子,悲伤水饺,0
退出了,悲伤水饺,0
恩,悲伤水饺,0
害,悲伤水饺,0
烙铁我只是不想让我们双方的朋友那些知道，怎么了吗，你猜我为什么把头像截了。你猜呢,悲伤水饺,4
瓦大西是正义的搭档，消灭这些世间邪恶！！,悲伤水饺,0
等于hr给你发面试邀请 有点兴趣 但也不代表多少东西 相处中也可能互相把对方筛选掉,momo,8
对对，表白羞耻症[doge],悲伤水饺,0
帮帮我吧,悲伤水饺,0
呃呃他刚刚问我为什么最近这么冷漠，高冷的令人可怕。。呃呃大哥别钓我了，我看到个钩子就想咬[笑哭R][笑哭R],悲伤水饺,2
谁说他不好了，我一直都说他好，我也承认他很好只是不喜欢我而已。怎么啦我还不能难过吗。戏那么多看不惯就左上角退出呗。杠精。,悲伤水饺,1
好好好，跑了[飞吻R][飞吻R],悲伤水饺,0
自己看,悲伤水饺,0
已退出[doge],悲伤水饺,1
唉,悲伤水饺,0
但凡多看一眼置顶的,悲伤水饺,0
还有关于有些人说这根本不暧昧这种话，其实我们不止微信上聊。我们是现实有交集的。我不理解如果只是当好朋友的话也要有分寸吧，勾肩搭背什么的我还能理解，但是那个男的能捏异性朋友的后颈啊。你们如果觉得这些肢体都是好朋友那我没话说。还有我有一次心情不好，那会也刚认识十几天而已，什么普通同事会孤男寡女的在办公室安慰我一中午啊。还摸摸头说“没事，不管发什么什么我都站在你身后这种话呢”[笑哭R][笑哭R],悲伤水饺,283
算了吧，我就是呃害,悲伤水饺,189
是金牛,悲伤水饺,40
谁家好朋友暧昧了差不多4个月啊tt,悲伤水饺,87
那也没办法了[哭惹R][哭惹R]而且我现在真的很丢脸，颜面尽失的感觉,悲伤水饺,11
你这个更惨，拍拍宝宝,悲伤水饺,0
哈哈哈哈哈哈哈哈哈哈哈哈,悲伤水饺,0
没必要，为爱乞讨不是我的风格,悲伤水饺,9
哈哈哈哈哈哈哈哈哈哈哈哈下次我注意,悲伤水饺,1
各有各的想法，我就是觉得这种事情丢脸。而且我是让别人知道我喜欢他就很丢脸。,悲伤水饺,0
你小子,悲伤水饺,0
退出了,悲伤水饺,0
恩,悲伤水饺,0
害,悲伤水饺,0
烙铁我只是不想让我们双方的朋友那些知道，怎么了吗，你猜我为什么把头像截了。你猜呢,悲伤水饺,4
瓦大西是正义的搭档，消灭这些世间邪恶！！,悲伤水饺,0
等于hr给你发面试邀请 有点兴趣 但也不代表多少东西 相处中也可能互相把对方筛选掉,momo,8
对对，表白羞耻症[doge],悲伤水饺,0
帮帮我吧,悲伤水饺,0
呃呃他刚刚问我为什么最近这么冷漠，高冷的令人可怕。。呃呃大哥别钓我了，我看到个钩子就想咬[笑哭R][笑哭R],悲伤水饺,2
谁说他不好了，我一直都说他好，我也承认他很好只是不喜欢我而已。怎么啦我还不能难过吗。戏那么多看不惯就左上角退出呗。杠精。,悲伤水饺,1
好好好，跑了[飞吻R][飞吻R],悲伤水饺,0
自己看,悲伤水饺,0
已退出[doge],悲伤水饺,1
唉,悲伤水饺,0
但凡多看一眼置顶的,悲伤水饺,0
好嘟宝宝,悲伤水饺,0
好,悲伤水饺,0
害,悲伤水饺,0
还不能删，有工作联系[笑哭R][笑哭R],悲伤水饺,0
暂时没发删[笑哭R][笑哭R]有工作联系,悲伤水饺,0
我和他说“不谈，我只是想知道你喜欢过我没有，就当圆梦”,71岁笨蛋美人,0
还有关于有些人说这根本不暧昧这种话，其实我们不止微信上聊。我们是现实有交集的。我不理解如果只是当好朋友的话也要有分寸吧，勾肩搭背什么的我还能理解，但是那个男的能捏异性朋友的后颈啊。你们如果觉得这些肢体都是好朋友那我没话说。还有我有一次心情不好，那会也刚认识十几天而已，什么普通同事会孤男寡女的在办公室安慰我一中午啊。还摸摸头说“没事，不管发什么什么我都站在你身后这种话呢”[笑哭R][笑哭R],悲伤水饺,283
算了吧，我就是呃害,悲伤水饺,189
是金牛,悲伤水饺,40
谁家好朋友暧昧了差不多4个月啊tt,悲伤水饺,87
那也没办法了[哭惹R][哭惹R]而且我现在真的很丢脸，颜面尽失的感觉,悲伤水饺,11
你这个更惨，拍拍宝宝,悲伤水饺,0
哈哈哈哈哈哈哈哈哈哈哈哈,悲伤水饺,0
没必要，为爱乞讨不是我的风格,悲伤水饺,9
哈哈哈哈哈哈哈哈哈哈哈哈下次我注意,悲伤水饺,1
各有各的想法，我就是觉得这种事情丢脸。而且我是让别人知道我喜欢他就很丢脸。,悲伤水饺,0
你小子,悲伤水饺,0
退出了,悲伤水饺,0
恩,悲伤水饺,0
害,悲伤水饺,0
烙铁我只是不想让我们双方的朋友那些知道，怎么了吗，你猜我为什么把头像截了。你猜呢,悲伤水饺,4
瓦大西是正义的搭档，消灭这些世间邪恶！！,悲伤水饺,0
等于hr给你发面试邀请 有点兴趣 但也不代表多少东西 相处中也可能互相把对方筛选掉,momo,8
对对，表白羞耻症[doge],悲伤水饺,0
帮帮我吧,悲伤水饺,0
呃呃他刚刚问我为什么最近这么冷漠，高冷的令人可怕。。呃呃大哥别钓我了，我看到个钩子就想咬[笑哭R][笑哭R],悲伤水饺,2
谁说他不好了，我一直都说他好，我也承认他很好只是不喜欢我而已。怎么啦我还不能难过吗。戏那么多看不惯就左上角退出呗。杠精。,悲伤水饺,1
好好好，跑了[飞吻R][飞吻R],悲伤水饺,0
自己看,悲伤水饺,0
已退出[doge],悲伤水饺,1
唉,悲伤水饺,0
但凡多看一眼置顶的,悲伤水饺,0
好嘟宝宝,悲伤水饺,0
好,悲伤水饺,0
害,悲伤水饺,0
还不能删，有工作联系[笑哭R][笑哭R],悲伤水饺,0
暂时没发删[笑哭R][笑哭R]有工作联系,悲伤水饺,0
我和他说“不谈，我只是想知道你喜欢过我没有，就当圆梦”,71岁笨蛋美人,0
拍拍,悲伤水饺,0
害都这样了。管他呢,悲伤水饺,1
哈哈哈哈哈哈靠,悲伤水饺,0
昂,悲伤水饺,0
啊啊啊啊啊啊啊啊啊啊太痛了啊啊啊,懒懒懒懒懒懒死算了,0
还有关于有些人说这根本不暧昧这种话，其实我们不止微信上聊。我们是现实有交集的。我不理解如果只是当好朋友的话也要有分寸吧，勾肩搭背什么的我还能理解，但是那个男的能捏异性朋友的后颈啊。你们如果觉得这些肢体都是好朋友那我没话说。还有我有一次心情不好，那会也刚认识十几天而已，什么普通同事会孤男寡女的在办公室安慰我一中午啊。还摸摸头说“没事，不管发什么什么我都站在你身后这种话呢”[笑哭R][笑哭R],悲伤水饺,283
算了吧，我就是呃害,悲伤水饺,189
是金牛,悲伤水饺,40
谁家好朋友暧昧了差不多4个月啊tt,悲伤水饺,87
那也没办法了[哭惹R][哭惹R]而且我现在真的很丢脸，颜面尽失的感觉,悲伤水饺,11
你这个更惨，拍拍宝宝,悲伤水饺,0
哈哈哈哈哈哈哈哈哈哈哈哈,悲伤水饺,0
没必要，为爱乞讨不是我的风格,悲伤水饺,9
哈哈哈哈哈哈哈哈哈哈哈哈下次我注意,悲伤水饺,1
各有各的想法，我就是觉得这种事情丢脸。而且我是让别人知道我喜欢他就很丢脸。,悲伤水饺,0
你小子,悲伤水饺,0
退出了,悲伤水饺,0
恩,悲伤水饺,0
害,悲伤水饺,0
烙铁我只是不想让我们双方的朋友那些知道，怎么了吗，你猜我为什么把头像截了。你猜呢,悲伤水饺,4
瓦大西是正义的搭档，消灭这些世间邪恶！！,悲伤水饺,0
等于hr给你发面试邀请 有点兴趣 但也不代表多少东西 相处中也可能互相把对方筛选掉,momo,8
对对，表白羞耻症[doge],悲伤水饺,0
帮帮我吧,悲伤水饺,0
呃呃他刚刚问我为什么最近这么冷漠，高冷的令人可怕。。呃呃大哥别钓我了，我看到个钩子就想咬[笑哭R][笑哭R],悲伤水饺,2
谁说他不好了，我一直都说他好，我也承认他很好只是不喜欢我而已。怎么啦我还不能难过吗。戏那么多看不惯就左上角退出呗。杠精。,悲伤水饺,1
好好好，跑了[飞吻R][飞吻R],悲伤水饺,0
自己看,悲伤水饺,0
已退出[doge],悲伤水饺,1
唉,悲伤水饺,0
但凡多看一眼置顶的,悲伤水饺,0
好嘟宝宝,悲伤水饺,0
好,悲伤水饺,0
害,悲伤水饺,0
还不能删，有工作联系[笑哭R][笑哭R],悲伤水饺,0
暂时没发删[笑哭R][笑哭R]有工作联系,悲伤水饺,0
我和他说“不谈，我只是想知道你喜欢过我没有，就当圆梦”,71岁笨蛋美人,0
拍拍,悲伤水饺,0
害都这样了。管他呢,悲伤水饺,1
哈哈哈哈哈哈靠,悲伤水饺,0
昂,悲伤水饺,0
啊啊啊啊啊啊啊啊啊啊太痛了啊啊啊,懒懒懒懒懒懒死算了,0
还有关于有些人说这根本不暧昧这种话，其实我们不止微信上聊。我们是现实有交集的。我不理解如果只是当好朋友的话也要有分寸吧，勾肩搭背什么的我还能理解，但是那个男的能捏异性朋友的后颈啊。你们如果觉得这些肢体都是好朋友那我没话说。还有我有一次心情不好，那会也刚认识十几天而已，什么普通同事会孤男寡女的在办公室安慰我一中午啊。还摸摸头说“没事，不管发什么什么我都站在你身后这种话呢”[笑哭R][笑哭R],悲伤水饺,283
算了吧，我就是呃害,悲伤水饺,189
是金牛,悲伤水饺,40
谁家好朋友暧昧了差不多4个月啊tt,悲伤水饺,87
那也没办法了[哭惹R][哭惹R]而且我现在真的很丢脸，颜面尽失的感觉,悲伤水饺,11
你这个更惨，拍拍宝宝,悲伤水饺,0
哈哈哈哈哈哈哈哈哈哈哈哈,悲伤水饺,0
没必要，为爱乞讨不是我的风格,悲伤水饺,9
哈哈哈哈哈哈哈哈哈哈哈哈下次我注意,悲伤水饺,1
各有各的想法，我就是觉得这种事情丢脸。而且我是让别人知道我喜欢他就很丢脸。,悲伤水饺,0
你小子,悲伤水饺,0
退出了,悲伤水饺,0
恩,悲伤水饺,0
害,悲伤水饺,0
烙铁我只是不想让我们双方的朋友那些知道，怎么了吗，你猜我为什么把头像截了。你猜呢,悲伤水饺,4
瓦大西是正义的搭档，消灭这些世间邪恶！！,悲伤水饺,0
等于hr给你发面试邀请 有点兴趣 但也不代表多少东西 相处中也可能互相把对方筛选掉,momo,8
对对，表白羞耻症[doge],悲伤水饺,0
帮帮我吧,悲伤水饺,0
呃呃他刚刚问我为什么最近这么冷漠，高冷的令人可怕。。呃呃大哥别钓我了，我看到个钩子就想咬[笑哭R][笑哭R],悲伤水饺,2
谁说他不好了，我一直都说他好，我也承认他很好只是不喜欢我而已。怎么啦我还不能难过吗。戏那么多看不惯就左上角退出呗。杠精。,悲伤水饺,1
好好好，跑了[飞吻R][飞吻R],悲伤水饺,0
自己看,悲伤水饺,0
已退出[doge],悲伤水饺,1
唉,悲伤水饺,0
但凡多看一眼置顶的,悲伤水饺,0
好嘟宝宝,悲伤水饺,0
好,悲伤水饺,0
害,悲伤水饺,0
还不能删，有工作联系[笑哭R][笑哭R],悲伤水饺,0
暂时没发删[笑哭R][笑哭R]有工作联系,悲伤水饺,0
我和他说“不谈，我只是想知道你喜欢过我没有，就当圆梦”,71岁笨蛋美人,0
拍拍,悲伤水饺,0
害都这样了。管他呢,悲伤水饺,1
哈哈哈哈哈哈靠,悲伤水饺,0
昂,悲伤水饺,0
啊啊啊啊啊啊啊啊啊啊太痛了啊啊啊,懒懒懒懒懒懒死算了,0
哈哈哈哈别吧，我现在看到他微信都不想回[笑哭R][笑哭R],悲伤水饺,0
知道了宝宝,悲伤水饺,0
那你分析错了，而且我后面发的帖子什么时间段的都有，还都是在我要表白前聊的。而且我们平时接触的比文字更暧昧，他要跟我吃同一份饭，只是我比较保守觉得没有确定关系之前这样有点太那个了,悲伤水饺,0
深思熟虑的结果啦，跟晚上没什么关系啦哈哈,悲伤水饺,0
啊还好吧,悲伤水饺,1
无所谓了,悲伤水饺,0
还有关于有些人说这根本不暧昧这种话，其实我们不止微信上聊。我们是现实有交集的。我不理解如果只是当好朋友的话也要有分寸吧，勾肩搭背什么的我还能理解，但是那个男的能捏异性朋友的后颈啊。你们如果觉得这些肢体都是好朋友那我没话说。还有我有一次心情不好，那会也刚认识十几天而已，什么普通同事会孤男寡女的在办公室安慰我一中午啊。还摸摸头说“没事，不管发什么什么我都站在你身后这种话呢”[笑哭R][笑哭R],悲伤水饺,283
算了吧，我就是呃害,悲伤水饺,189
是金牛,悲伤水饺,40
谁家好朋友暧昧了差不多4个月啊tt,悲伤水饺,87
那也没办法了[哭惹R][哭惹R]而且我现在真的很丢脸，颜面尽失的感觉,悲伤水饺,11
你这个更惨，拍拍宝宝,悲伤水饺,0
哈哈哈哈哈哈哈哈哈哈哈哈,悲伤水饺,0
没必要，为爱乞讨不是我的风格,悲伤水饺,9
哈哈哈哈哈哈哈哈哈哈哈哈下次我注意,悲伤水饺,1
各有各的想法，我就是觉得这种事情丢脸。而且我是让别人知道我喜欢他就很丢脸。,悲伤水饺,0
你小子,悲伤水饺,0
退出了,悲伤水饺,0
恩,悲伤水饺,0
害,悲伤水饺,0
烙铁我只是不想让我们双方的朋友那些知道，怎么了吗，你猜我为什么把头像截了。你猜呢,悲伤水饺,4
瓦大西是正义的搭档，消灭这些世间邪恶！！,悲伤水饺,0
等于hr给你发面试邀请 有点兴趣 但也不代表多少东西 相处中也可能互相把对方筛选掉,momo,8
对对，表白羞耻症[doge],悲伤水饺,0
帮帮我吧,悲伤水饺,0
呃呃他刚刚问我为什么最近这么冷漠，高冷的令人可怕。。呃呃大哥别钓我了，我看到个钩子就想咬[笑哭R][笑哭R],悲伤水饺,2
谁说他不好了，我一直都说他好，我也承认他很好只是不喜欢我而已。怎么啦我还不能难过吗。戏那么多看不惯就左上角退出呗。杠精。,悲伤水饺,1
好好好，跑了[飞吻R][飞吻R],悲伤水饺,0
自己看,悲伤水饺,0
已退出[doge],悲伤水饺,1
唉,悲伤水饺,0
但凡多看一眼置顶的,悲伤水饺,0
好嘟宝宝,悲伤水饺,0
好,悲伤水饺,0
害,悲伤水饺,0
还不能删，有工作联系[笑哭R][笑哭R],悲伤水饺,0
暂时没发删[笑哭R][笑哭R]有工作联系,悲伤水饺,0
我和他说“不谈，我只是想知道你喜欢过我没有，就当圆梦”,71岁笨蛋美人,0
拍拍,悲伤水饺,0
害都这样了。管他呢,悲伤水饺,1
哈哈哈哈哈哈靠,悲伤水饺,0
昂,悲伤水饺,0
啊啊啊啊啊啊啊啊啊啊太痛了啊啊啊,懒懒懒懒懒懒死算了,0
哈哈哈哈别吧，我现在看到他微信都不想回[笑哭R][笑哭R],悲伤水饺,0
知道了宝宝,悲伤水饺,0
那你分析错了，而且我后面发的帖子什么时间段的都有，还都是在我要表白前聊的。而且我们平时接触的比文字更暧昧，他要跟我吃同一份饭，只是我比较保守觉得没有确定关系之前这样有点太那个了,悲伤水饺,0
深思熟虑的结果啦，跟晚上没什么关系啦哈哈,悲伤水饺,0
啊还好吧,悲伤水饺,1
无所谓了,悲伤水饺,0
随便吧，看开了,悲伤水饺,0
解释过了,悲伤水饺,0
哈哈哈哈行,悲伤水饺,0
无所谓，从拒绝的话出来开始，我们就结束了。,悲伤水饺,0
不差朋友，也不会再联系了。,悲伤水饺,1
还有关于有些人说这根本不暧昧这种话，其实我们不止微信上聊。我们是现实有交集的。我不理解如果只是当好朋友的话也要有分寸吧，勾肩搭背什么的我还能理解，但是那个男的能捏异性朋友的后颈啊。你们如果觉得这些肢体都是好朋友那我没话说。还有我有一次心情不好，那会也刚认识十几天而已，什么普通同事会孤男寡女的在办公室安慰我一中午啊。还摸摸头说“没事，不管发什么什么我都站在你身后这种话呢”[笑哭R][笑哭R],悲伤水饺,283
算了吧，我就是呃害,悲伤水饺,189
是金牛,悲伤水饺,40
谁家好朋友暧昧了差不多4个月啊tt,悲伤水饺,87
那也没办法了[哭惹R][哭惹R]而且我现在真的很丢脸，颜面尽失的感觉,悲伤水饺,11
你这个更惨，拍拍宝宝,悲伤水饺,0
哈哈哈哈哈哈哈哈哈哈哈哈,悲伤水饺,0
没必要，为爱乞讨不是我的风格,悲伤水饺,9
哈哈哈哈哈哈哈哈哈哈哈哈下次我注意,悲伤水饺,1
各有各的想法，我就是觉得这种事情丢脸。而且我是让别人知道我喜欢他就很丢脸。,悲伤水饺,0
你小子,悲伤水饺,0
退出了,悲伤水饺,0
恩,悲伤水饺,0
害,悲伤水饺,0
烙铁我只是不想让我们双方的朋友那些知道，怎么了吗，你猜我为什么把头像截了。你猜呢,悲伤水饺,4
瓦大西是正义的搭档，消灭这些世间邪恶！！,悲伤水饺,0
等于hr给你发面试邀请 有点兴趣 但也不代表多少东西 相处中也可能互相把对方筛选掉,momo,8
对对，表白羞耻症[doge],悲伤水饺,0
帮帮我吧,悲伤水饺,0
呃呃他刚刚问我为什么最近这么冷漠，高冷的令人可怕。。呃呃大哥别钓我了，我看到个钩子就想咬[笑哭R][笑哭R],悲伤水饺,2
谁说他不好了，我一直都说他好，我也承认他很好只是不喜欢我而已。怎么啦我还不能难过吗。戏那么多看不惯就左上角退出呗。杠精。,悲伤水饺,1
好好好，跑了[飞吻R][飞吻R],悲伤水饺,0
自己看,悲伤水饺,0
已退出[doge],悲伤水饺,1
唉,悲伤水饺,0
但凡多看一眼置顶的,悲伤水饺,0
好嘟宝宝,悲伤水饺,0
好,悲伤水饺,0
害,悲伤水饺,0
还不能删，有工作联系[笑哭R][笑哭R],悲伤水饺,0
暂时没发删[笑哭R][笑哭R]有工作联系,悲伤水饺,0
我和他说“不谈，我只是想知道你喜欢过我没有，就当圆梦”,71岁笨蛋美人,0
拍拍,悲伤水饺,0
害都这样了。管他呢,悲伤水饺,1
哈哈哈哈哈哈靠,悲伤水饺,0
昂,悲伤水饺,0
啊啊啊啊啊啊啊啊啊啊太痛了啊啊啊,懒懒懒懒懒懒死算了,0
哈哈哈哈别吧，我现在看到他微信都不想回[笑哭R][笑哭R],悲伤水饺,0
知道了宝宝,悲伤水饺,0
那你分析错了，而且我后面发的帖子什么时间段的都有，还都是在我要表白前聊的。而且我们平时接触的比文字更暧昧，他要跟我吃同一份饭，只是我比较保守觉得没有确定关系之前这样有点太那个了,悲伤水饺,0
深思熟虑的结果啦，跟晚上没什么关系啦哈哈,悲伤水饺,0
啊还好吧,悲伤水饺,1
无所谓了,悲伤水饺,0
随便吧，看开了,悲伤水饺,0
解释过了,悲伤水饺,0
哈哈哈哈行,悲伤水饺,0
无所谓，从拒绝的话出来开始，我们就结束了。,悲伤水饺,0
不差朋友，也不会再联系了。,悲伤水饺,1
我也看不出来,悲伤水饺,0
金牛前期不确定下，会一直观察你适不适合，他说他上任分手了，可能就是女等不及，他还在观察合不合适，后面他可能太晚提了，在一起没几个月，女的就提分了,风与千秋,0
没关系，我反正不会再找他了,悲伤水饺,0
跟鬼当去吧,悲伤水饺,0
算了吧，真没感觉了,悲伤水饺,0
哈哈哈哈哈算了吧，我就把他当礼貌回应,悲伤水饺,0
不不不不姐弟,悲伤水饺,0
应该没有了,悲伤水饺,0
还有关于有些人说这根本不暧昧这种话，其实我们不止微信上聊。我们是现实有交集的。我不理解如果只是当好朋友的话也要有分寸吧，勾肩搭背什么的我还能理解，但是那个男的能捏异性朋友的后颈啊。你们如果觉得这些肢体都是好朋友那我没话说。还有我有一次心情不好，那会也刚认识十几天而已，什么普通同事会孤男寡女的在办公室安慰我一中午啊。还摸摸头说“没事，不管发什么什么我都站在你身后这种话呢”[笑哭R][笑哭R],悲伤水饺,283
算了吧，我就是呃害,悲伤水饺,189
是金牛,悲伤水饺,40
谁家好朋友暧昧了差不多4个月啊tt,悲伤水饺,87
那也没办法了[哭惹R][哭惹R]而且我现在真的很丢脸，颜面尽失的感觉,悲伤水饺,11
你这个更惨，拍拍宝宝,悲伤水饺,0
哈哈哈哈哈哈哈哈哈哈哈哈,悲伤水饺,0
没必要，为爱乞讨不是我的风格,悲伤水饺,9
哈哈哈哈哈哈哈哈哈哈哈哈下次我注意,悲伤水饺,1
各有各的想法，我就是觉得这种事情丢脸。而且我是让别人知道我喜欢他就很丢脸。,悲伤水饺,0
你小子,悲伤水饺,0
退出了,悲伤水饺,0
恩,悲伤水饺,0
害,悲伤水饺,0
烙铁我只是不想让我们双方的朋友那些知道，怎么了吗，你猜我为什么把头像截了。你猜呢,悲伤水饺,4
瓦大西是正义的搭档，消灭这些世间邪恶！！,悲伤水饺,0
等于hr给你发面试邀请 有点兴趣 但也不代表多少东西 相处中也可能互相把对方筛选掉,momo,8
对对，表白羞耻症[doge],悲伤水饺,0
帮帮我吧,悲伤水饺,0
呃呃他刚刚问我为什么最近这么冷漠，高冷的令人可怕。。呃呃大哥别钓我了，我看到个钩子就想咬[笑哭R][笑哭R],悲伤水饺,2
谁说他不好了，我一直都说他好，我也承认他很好只是不喜欢我而已。怎么啦我还不能难过吗。戏那么多看不惯就左上角退出呗。杠精。,悲伤水饺,1
好好好，跑了[飞吻R][飞吻R],悲伤水饺,0
自己看,悲伤水饺,0
已退出[doge],悲伤水饺,1
唉,悲伤水饺,0
但凡多看一眼置顶的,悲伤水饺,0
好嘟宝宝,悲伤水饺,0
好,悲伤水饺,0
害,悲伤水饺,0
还不能删，有工作联系[笑哭R][笑哭R],悲伤水饺,0
